1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,com.fdhgkjhrtjkjbx.model
1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,com.inoty.os
1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,com.c101421042723
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,org.benews
1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,com.parental.control.v4
1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,cosmetiq.fl
1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,com.google.progress
1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,jgywwv.jvyjsd.sordvd
1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,uvrddw.yosszi.momdkk
1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,zzzzzz.xxxxxx.cccccc
0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,hd.uhd.wallpapers.best.quality
0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,com.grymala.aruler
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,com.adobe.premiereclip
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,uk.co.bbc.learningenglish
1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,com.beetalk
1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,com.boyaa.domino
1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,com.bukalapak.android
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,com.cinemaxx.activity
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,com.google.android.calculator
1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,com.intsig.camscanner
1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,com.sdwiurse
1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,com.BioTechnology.iClientsService44370
1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,com.example.androiddefender2
0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,com.tinker.gameone
0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,com.tinker.jumperchess
1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,krep.itmtd.ywtjexf
1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,com.mazar
1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,com.oyws.pdu
1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,com.br.srd
1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,com.web.sdfile
0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,vStudio.Android.CAMERA360
1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,lds.cinema21
0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,br.com.rodrigokolb.classicdrum
0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,com.dencreak.dlcalculator
